epoch,accuracy,loss,val_accuracy,val_loss
0,0.6772069,0.5825871923773971,0.64044946,0.605461167938569
1,0.80237156,0.3902614467307356,0.94382024,0.32901568447842316
2,0.8491436,0.3437275397094342,0.4868914,0.6621168185682857
3,0.83992094,0.3203894828148039,0.97003746,0.25834456962697644
4,0.8629776,0.2913089425588942,0.79026216,0.43718020837096605
5,0.870224,0.2576476727294513,0.8876405,0.32764527113998637
6,0.89657444,0.20206315794834506,0.835206,0.365061177926905
7,0.90447956,0.18065484896135345,0.71910113,0.46796262581997056
8,0.90447956,0.16587929009694277,0.82771534,0.35566408729509397
9,0.90447956,0.15257751522831156,0.82771534,0.363327685113558
10,0.9110672,0.14070901058231416,0.7078652,0.5111961611272657
11,0.91370225,0.1289058552051211,0.74157304,0.41138333569773855
