epoch,accuracy,loss,val_accuracy,val_loss
0,0.60155237,0.6374982220697835,0.5955882,0.5597391198663151
1,0.73609316,0.5283376470420216,0.9227941,0.3940175710355534
2,0.7962484,0.452921953963123,0.88235295,0.4791321263593786
3,0.8538163,0.3770878529718283,0.9742647,0.2673959968721165
4,0.8596378,0.30713167453105206,0.94485295,0.3184520900249481
5,0.8712807,0.2803816561132939,0.95955884,0.20539111797423923
6,0.8919793,0.2550316312643103,0.9227941,0.20435016005135634
7,0.8887451,0.25768430987891067,0.9632353,0.1554495019509512
8,0.885511,0.23579014596778702,0.94485295,0.2696003523819587
9,0.8771022,0.2647613538344804,0.86764705,0.3508266534875421
10,0.9133247,0.21165399901077325,0.8492647,0.35077956275028344
11,0.8900388,0.22401647198400707,0.91544116,0.26382246438194723
12,0.90556276,0.20194595916507546,0.9227941,0.23466383030309396
13,0.9178525,0.17760979373581506,0.9007353,0.2544963768519023
14,0.8978008,0.2042412731560359,0.9375,0.17909807076348977
15,0.919793,0.17219948332954346,0.9080882,0.2672286469708471
