epoch,accuracy,loss,val_accuracy,val_loss
0,0.7619048,0.4764167421443719,0.98571426,0.28644837956461644
1,0.8634085,0.2507534867670751,0.5285714,0.9333074298661409
2,0.91102755,0.25487270883872715,0.6642857,0.4301483938470483
3,0.9047619,0.24205978348851787,0.87142855,0.25053133960399365
4,0.9010025,0.21594941796429157,0.8214286,0.3523068804707792
5,0.914787,0.19430592830495952,0.87857145,0.24532073270529509
6,0.93734336,0.1531320778484858,0.8857143,0.21796649834141135
7,0.9461153,0.13704622996942417,0.87142855,0.2833024115405149
8,0.9511278,0.11994604748498093,0.99285716,0.09564726216356373
9,0.9649123,0.12259045658813425,0.98571426,0.07807036565564987
